CURSO;CAMPUS;ANO;SEM;QUANTIDADE
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2016;3;         5
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2017;1;         8
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2017;3;         3
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2018;1;         2
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2019;1;         1
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2019;3;         1
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2020;1;         2
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2020;3;         2
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2021;1;         5
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2021;3;         6
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2022;1;         1
66F-LICENCIATURA EM ARTES VISUAIS;JUIZ DE FORA;2022;3;         1
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2009;3;         2
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2010;1;         2
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2010;3;         3
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2011;1;         3
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2011;3;         4
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2012;1;         5
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2012;3;         6
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2013;1;        10
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2013;3;        10
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2014;1;        15
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2014;3;        19
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2015;1;        17
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2015;3;        18
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2016;1;         9
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2016;3;         7
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2017;1;        10
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2017;3;        18
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2018;1;        18
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2018;3;        11
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2019;1;         8
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2019;3;        11
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2020;1;         5
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2020;3;         3
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2021;1;         8
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2021;3;        20
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2022;1;        10
67A-ENGENHARIA AMBIENTAL E SANITÁRIA;JUIZ DE FORA;2022;3;         8
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2011;1;         1
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2011;3;         1
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2012;1;         2
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2012;3;         3
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2013;1;         2
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2013;3;         7
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2014;1;         8
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2014;3;        10
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2015;1;        10
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2015;3;         7
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2016;1;         7
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2016;3;         8
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2017;1;         7
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2017;3;        13
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2018;1;        14
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2018;3;        12
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2019;1;        13
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2019;3;         9
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2020;1;         6
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2020;3;        10
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2021;1;        10
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2021;3;        12
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2022;1;         5
68A-SERVIÇO SOCIAL;JUIZ DE FORA;2022;3;         7
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2012;1;         2
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2012;3;         3
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2013;1;         4
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2013;3;         7
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2014;1;         4
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2014;3;        10
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2015;1;        15
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2015;3;        21
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2016;1;        17
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2016;3;        12
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2017;1;        14
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2017;3;        10
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2018;1;        10
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2018;3;        10
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2019;1;        18
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2019;3;         8
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2020;1;         5
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2020;3;         9
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2021;1;         9
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2021;3;         8
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2022;1;        11
69A-ENGENHARIA ELÉTRICA - SISTEMAS ELETRÔNICOS;JUIZ DE FORA;2022;3;        11
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2012;1;         2
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2012;3;         3
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2013;1;         3
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2013;3;         4
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2014;1;         7
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2014;3;        10
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2015;1;        12
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2015;3;        12
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2016;1;         6
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2016;3;         4
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2017;1;         8
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2017;3;         9
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2018;1;         7
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2018;3;        10
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2019;1;         8
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2019;3;         6
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2020;1;         4
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2020;3;         3
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2021;1;         4
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2021;3;         5
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2022;1;         8
69B-ENGENHARIA ELÉTRICA - ROBÓTICA E AUTOMAÇÃO INDUSTRIAL;JUIZ DE FORA;2022;3;         7
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2011;3;         2
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2012;1;         6
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2012;3;         9
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2013;1;         8
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2013;3;         9
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2014;1;         8
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2014;3;         7
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2015;1;         5
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2015;3;         5
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2016;1;         6
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2016;3;         4
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2017;1;        14
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2017;3;        15
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2018;1;        15
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2018;3;         9
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2019;1;         9
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2019;3;         9
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2020;1;         6
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2020;3;        10
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2021;1;         9
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2021;3;        10
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2022;1;        13
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;JUIZ DE FORA;2022;3;         3
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2011;3;         3
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2012;1;         5
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2012;3;         8
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2013;1;        12
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2013;3;        12
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2014;1;        12
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2014;3;        15
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2015;1;        17
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2015;3;        19
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2016;1;        12
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2016;3;        11
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2017;1;         6
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2017;3;        13
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2018;1;        14
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2018;3;        12
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2019;1;        11
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2019;3;         9
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2020;1;         9
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2020;3;         9
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2021;1;         4
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2021;3;         8
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2022;1;         7
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;JUIZ DE FORA;2022;3;         3
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2011;1;         2
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2011;3;         2
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2012;1;         8
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2012;3;        15
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2013;1;        17
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2013;3;        21
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2014;1;        25
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2014;3;        24
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2015;1;        21
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2015;3;        19
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2016;1;         7
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2016;3;        10
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2017;1;         8
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2017;3;        10
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2018;1;        13
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2018;3;        13
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2019;1;         9
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2019;3;        14
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2020;1;        10
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2020;3;        11
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2021;1;         7
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2021;3;        10
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2022;1;        12
70A-ENGENHARIA ELÉTRICA - ENERGIA;JUIZ DE FORA;2022;3;         8
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2010;3;         1
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2011;1;         2
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2011;3;         2
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2012;1;         2
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2012;3;         2
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2013;1;         3
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2013;3;         8
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2014;1;         5
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2014;3;         8
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2015;1;        17
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2015;3;        18
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2016;1;        18
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2016;3;        16
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2017;1;        16
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2017;3;        14
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2018;1;         9
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2018;3;         8
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2019;1;        13
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2019;3;         7
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2020;1;         7
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2020;3;         9
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2021;1;         7
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2021;3;         6
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2022;1;         7
71A-ENGENHARIA MECÂNICA;JUIZ DE FORA;2022;3;         4
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2010;3;         1
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2011;1;         3
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2011;3;         3
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2012;1;         9
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2012;3;        12
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2013;1;        18
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2013;3;        22
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2014;1;        30
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2014;3;        30
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2015;1;        48
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2015;3;        55
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2016;1;        45
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2016;3;        47
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2017;1;        40
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2017;3;        35
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2018;1;        50
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2018;3;        34
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2019;1;        32
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2019;3;        26
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2020;1;        34
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2020;3;        28
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2021;1;        43
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2021;3;        63
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2022;1;        39
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;JUIZ DE FORA;2022;3;        19
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2014;1;         1
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2014;3;         2
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2015;1;         1
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2015;3;         5
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2016;1;         5
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2016;3;         5
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2017;1;         3
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2017;3;         3
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2018;1;         5
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2018;3;         2
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2019;1;         1
72B-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2020;3;         1
72BL-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2020;1;         1
72BL-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2020;3;         1
72BL-CIÊNCIA DA RELIGIÃO;JUIZ DE FORA;2021;3;         1
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2014;1;         1
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2014;3;         1
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2015;1;         1
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;1;         2
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;3;         2
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2017;1;         3
72C-ABI - CIÊNCIAS SOCIAIS;JUIZ DE FORA;2017;3;         2
72CB-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2016;3;         1
72CB-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2017;1;         1
72CB-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2017;3;         1
72CB-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2018;1;         1
72CB-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2018;3;         3
72CB-CIÊNCIAS SOCIAIS;JUIZ DE FORA;2019;1;         2
72D-TURISMO;JUIZ DE FORA;2013;3;         1
72D-TURISMO;JUIZ DE FORA;2014;1;         5
72D-TURISMO;JUIZ DE FORA;2014;3;         6
72D-TURISMO;JUIZ DE FORA;2015;1;         5
72D-TURISMO;JUIZ DE FORA;2015;3;         4
72D-TURISMO;JUIZ DE FORA;2016;1;         3
72D-TURISMO;JUIZ DE FORA;2016;3;         2
72D-TURISMO;JUIZ DE FORA;2017;1;         2
72D-TURISMO;JUIZ DE FORA;2017;3;         1
72D-TURISMO;JUIZ DE FORA;2018;1;         1
72D-TURISMO;JUIZ DE FORA;2018;3;         1
72D-TURISMO;JUIZ DE FORA;2019;1;         2
72D-TURISMO;JUIZ DE FORA;2019;3;         1
72D-TURISMO;JUIZ DE FORA;2021;1;         1
72D-TURISMO;JUIZ DE FORA;2021;3;         1
72D-TURISMO;JUIZ DE FORA;2022;1;         2
72D-TURISMO;JUIZ DE FORA;2022;3;         2
72E-ABI - FILOSOFIA;JUIZ DE FORA;2016;3;         1
72E-ABI - FILOSOFIA;JUIZ DE FORA;2017;1;         1
72E-ABI - FILOSOFIA;JUIZ DE FORA;2017;3;         1
72E-ABI - FILOSOFIA;JUIZ DE FORA;2020;1;         1
72E-ABI - FILOSOFIA;JUIZ DE FORA;2020;3;         1
72E-ABI - FILOSOFIA;JUIZ DE FORA;2021;1;         2
72E-ABI - FILOSOFIA;JUIZ DE FORA;2022;1;         1
72E-ABI - FILOSOFIA;JUIZ DE FORA;2022;3;         1
72EB-FILOSOFIA;JUIZ DE FORA;2017;1;         1
72EB-FILOSOFIA;JUIZ DE FORA;2017;3;         1
72EB-FILOSOFIA;JUIZ DE FORA;2018;1;         1
72EB-FILOSOFIA;JUIZ DE FORA;2018;3;         1
72EB-FILOSOFIA;JUIZ DE FORA;2019;1;         1
72EB-FILOSOFIA;JUIZ DE FORA;2019;3;         1
72EB-FILOSOFIA;JUIZ DE FORA;2020;3;         1
72EB-FILOSOFIA;JUIZ DE FORA;2021;3;         1
72EB-FILOSOFIA;JUIZ DE FORA;2022;1;         2
72EB-FILOSOFIA;JUIZ DE FORA;2022;3;         1
72EL-FILOSOFIA;JUIZ DE FORA;2017;1;         1
72EL-FILOSOFIA;JUIZ DE FORA;2017;3;         2
72EL-FILOSOFIA;JUIZ DE FORA;2018;1;         3
72EL-FILOSOFIA;JUIZ DE FORA;2018;3;         2
72EL-FILOSOFIA;JUIZ DE FORA;2019;3;         2
72EL-FILOSOFIA;JUIZ DE FORA;2022;1;         4
